lcd_id,lcd_version,article_id,article_version,contractor_id,last_updated
38371,13,58112,6,297,05/07/2020
38378,26,57926,25,228,10/20/2025
38378,26,60344,3,228,10/20/2025
38385,40,56938,46,331,01/24/2020
38385,40,57928,6,331,01/24/2020
38387,8,57967,2,297,02/07/2020
38387,8,57092,25,297,02/07/2020
38394,13,58178,3,228,06/12/2020
38394,13,58324,35,228,07/20/2020
38396,25,56952,50,368,03/05/2021
38396,25,58657,4,368,03/05/2021
38398,6,57959,2,368,01/24/2020
38398,6,56953,25,368,01/24/2020
38398,6,57961,5,368,01/24/2020
38429,9,57100,51,143,04/21/2020
38429,9,58118,2,143,04/21/2020
38433,9,57105,3,143,09/04/2020
38433,9,57106,12,143,09/16/2020
38433,9,58450,4,143,09/16/2020
38435,15,58198,2,143,06/04/2020
38435,15,58395,44,143,08/19/2020
38441,15,57109,3,143,08/27/2020
38441,15,57110,17,143,09/04/2020
38441,15,58431,2,143,09/04/2020
38443,11,57111,3,143,04/15/2020
38443,11,57112,11,143,04/20/2020
38443,11,58117,2,143,04/20/2020
38495,7,57839,14,331,05/21/2020
38495,7,58049,6,331,05/21/2020
38506,3,57884,10,368,05/22/2020
38506,3,58220,2,368,05/22/2020
38506,3,58199,3,368,05/22/2020
38528,9,54953,70,147,04/15/2020
38528,9,56902,50,147,04/15/2020
38528,9,56903,15,147,04/15/2020
38528,9,57943,3,147,04/15/2020
38528,9,57944,25,143,04/20/2020
38528,9,58119,2,143,04/20/2020
38549,17,58008,22,391,10/24/2025
38549,17,60343,3,391,10/24/2025
38551,14,58000,4,391,08/18/2020
38551,14,58300,2,391,08/18/2020
38566,11,58021,11,391,06/02/2021
38566,11,58728,6,391,06/02/2021
38568,10,58019,45,391,04/15/2021
38568,10,58675,4,391,04/15/2021
38571,9,58294,8,297,02/18/2021
38571,9,58959,2,297,12/17/2021
38576,14,58028,23,391,06/16/2023
38576,14,59102,4,391,06/16/2023
38576,14,59408,2,391,06/16/2023
38582,11,58061,28,228,04/16/2021
38582,11,58687,3,228,04/16/2021
38584,15,58063,11,228,06/01/2021
38584,15,58743,5,228,06/01/2021
38586,13,58065,19,238,06/27/2023
38586,13,59437,4,238,06/27/2023
38613,16,58095,16,364,07/27/2022
38613,16,59211,3,364,07/27/2022
38613,16,59212,3,353,03/05/2026
38615,14,58097,17,345,07/27/2022
38615,14,59212,3,345,07/27/2022
38617,31,58110,22,331,06/21/2024
38617,31,59832,2,331,06/21/2024
38623,21,58116,29,297,01/26/2024
38623,21,59659,3,297,01/26/2024
38629,5,58168,33,364,05/13/2021
38629,5,58778,3,364,05/13/2021
38643,8,58183,19,364,05/13/2021
38643,8,58781,3,364,05/13/2021
38643,8,58782,3,353,02/09/2026
38645,8,58185,20,345,05/13/2021
38645,8,58782,3,345,05/13/2021
38647,14,59452,3,364,06/15/2023
38647,14,58181,24,364,06/15/2023
38647,14,59453,3,353,02/09/2026
38649,13,59453,3,345,06/15/2023
38649,13,58187,25,345,06/15/2023
38657,21,58133,23,364,01/02/2024
38657,21,59611,5,364,01/02/2024
38657,21,59616,4,354,10/28/2025
38659,18,58138,20,345,01/02/2024
38659,18,59616,4,345,01/02/2024
38662,18,58127,19,228,09/14/2024
38662,18,59909,3,228,09/14/2024
38664,26,58136,22,368,06/21/2024
38664,26,59833,3,368,06/21/2024
38667,4,58152,13,297,09/02/2020
38667,4,58327,2,297,09/02/2020
38671,6,58170,33,345,05/13/2021
38671,6,58780,3,345,05/13/2021
38678,11,58205,13,143,06/03/2021
38678,11,58792,2,143,06/03/2021
38680,7,58206,3,143,04/06/2021
38680,7,58207,34,143,04/13/2021
38680,7,58703,2,143,04/13/2021
38682,13,58209,9,143,10/21/2025
38682,13,60346,2,143,10/21/2025
38684,10,59254,3,143,06/14/2023
38684,10,58211,24,143,06/22/2023
38684,10,59456,2,143,06/22/2023
38686,18,58213,16,143,03/20/2024
38686,18,59703,2,143,03/20/2024
38694,12,58218,17,238,09/11/2020
38694,12,58398,4,238,09/11/2020
38700,5,58225,11,345,10/22/2020
38700,5,58521,4,345,10/22/2020
38705,14,58227,20,364,10/24/2025
38705,14,60347,4,364,10/24/2025
38705,14,60348,4,353,03/05/2026
38707,13,58229,18,356,10/24/2025
38707,13,60348,4,352,10/24/2025
38709,5,58223,22,364,10/22/2020
38709,5,58520,3,364,10/22/2020
38709,5,58521,4,357,09/16/2025
38712,18,58243,7,331,02/14/2025
38712,18,59931,5,331,02/14/2025
38720,6,58250,19,368,11/06/2020
38720,6,58530,4,368,11/06/2020
38726,17,58264,8,368,02/14/2025
38726,17,59932,5,368,02/14/2025
38737,19,59138,3,391,07/01/2022
38737,19,58275,9,391,07/01/2022
38743,15,58277,13,391,01/05/2024
38743,15,59614,2,391,01/05/2024
38745,17,58282,14,391,12/15/2020
38745,17,58547,3,391,12/15/2020
38747,9,58287,5,391,01/05/2021
38747,9,58561,2,391,01/05/2021
38755,6,58321,7,391,02/15/2021
38755,6,58618,3,391,02/15/2021
38765,27,58350,24,391,05/17/2024
38765,27,59751,2,391,05/17/2024
38769,14,58354,15,391,04/12/2024
38769,14,59704,2,391,04/12/2024
38771,18,58359,13,228,05/16/2022
38771,18,59132,5,228,05/19/2022
38773,32,58364,39,238,05/16/2024
38773,32,59737,3,238,05/16/2024
38775,10,58367,6,391,12/21/2020
38775,10,58557,2,391,12/21/2020
38777,7,58362,10,238,12/10/2021
38777,7,58957,6,238,12/10/2021
38779,4,58376,67,391,11/04/2021
38779,4,58915,7,391,11/04/2021
38779,4,58988,24,391,01/07/2022
38786,10,58503,12,391,12/18/2020
38786,10,58549,3,391,12/18/2020
38792,6,58392,13,391,12/15/2020
38792,6,58548,3,391,12/15/2020
38801,23,58403,27,364,05/17/2024
38801,23,59793,2,364,05/17/2024
38801,23,59795,2,357,04/13/2026
38803,17,58405,22,357,05/17/2024
38803,17,59795,2,357,05/17/2024
38805,7,58410,9,368,02/05/2021
38805,7,58619,7,368,02/05/2021
38807,7,58414,11,331,02/05/2021
38807,7,58606,7,331,02/05/2021
38809,30,58423,48,331,09/19/2025
38809,30,60163,6,331,09/19/2025
38812,7,58428,29,331,01/29/2021
38812,7,58612,4,331,01/29/2021
38814,4,58454,50,364,11/12/2021
38814,4,58953,4,364,11/12/2021
38814,4,58996,31,364,05/03/2022
38814,4,58954,4,353,02/09/2026
38816,6,58456,43,345,11/12/2021
38816,6,58954,4,345,11/12/2021
38816,6,58997,29,345,05/03/2022
38822,8,58434,34,228,11/04/2021
38822,8,58916,3,228,11/04/2021
38822,8,58998,19,238,01/07/2022
38824,10,58436,13,364,10/29/2021
38824,10,58944,2,364,10/29/2021
38824,10,58947,2,357,09/16/2025
38826,8,58438,11,345,10/29/2021
38826,8,58947,2,345,10/29/2021
38835,8,58468,41,143,11/04/2021
38835,8,58930,2,143,11/04/2021
38835,8,59004,20,143,01/11/2022
38837,7,56902,50,143,02/02/2021
38837,7,58471,10,143,02/02/2021
38837,7,58624,2,143,02/02/2021
38837,7,59002,4,143,01/11/2022
38839,12,56902,50,143,06/22/2022
38839,12,58473,11,143,06/22/2022
38839,12,59161,2,143,06/23/2022
38841,20,58477,22,143,05/13/2024
38841,20,59799,2,143,05/21/2024
38902,12,58565,52,364,10/07/2021
38902,12,58903,6,364,10/07/2021
38902,12,58904,6,357,09/16/2025
38904,11,58567,29,345,10/07/2021
38904,11,58904,6,345,10/07/2021
38914,20,58573,13,368,05/21/2021
38914,20,58772,4,368,05/21/2021
38916,8,58575,38,335,05/21/2021
38916,8,58769,7,335,05/21/2021
38918,8,58577,33,370,05/21/2021
38918,8,58770,5,370,05/21/2021
38920,16,58582,20,228,06/17/2021
38920,16,58727,3,228,06/17/2021
38926,23,56647,32,368,12/23/2021
38926,23,58592,19,368,05/21/2021
38926,23,58765,5,368,05/21/2021
38937,7,58609,7,297,06/04/2021
38937,7,58819,2,297,06/04/2021
38953,16,59399,3,389,05/11/2023
38953,16,55426,132,389,05/11/2023
38953,16,58836,20,389,05/11/2023
38955,24,55426,132,388,05/11/2023
38955,24,58833,17,388,05/11/2023
38955,24,59397,2,388,05/11/2023
38966,5,54338,55,391,08/25/2022
38966,5,58652,29,391,05/13/2022
38966,5,59058,2,391,05/13/2022
38968,5,58656,9,297,10/06/2021
38968,5,58853,3,297,10/06/2021
38970,8,58664,9,391,10/11/2021
38970,8,58900,2,391,10/11/2021
38972,9,55294,34,360,08/20/2025
38972,9,58679,38,364,06/16/2022
38972,9,59130,3,364,06/16/2022
38972,9,59131,3,353,02/09/2026
38974,9,55295,30,353,08/20/2025
38974,9,58681,29,345,06/16/2022
38974,9,59131,3,345,06/16/2022
38985,17,58700,17,391,05/13/2022
38985,17,59069,5,391,05/13/2022
38988,18,58710,92,391,02/03/2022
38988,18,59005,8,391,02/03/2022
38992,14,58943,5,238,12/07/2021
38992,14,58706,12,238,12/07/2021
38994,20,58695,11,391,10/13/2021
38994,20,58905,4,391,10/13/2021
38997,12,58713,13,228,05/26/2022
38997,12,59112,4,228,05/26/2022
39001,16,59017,3,364,02/21/2022
39001,16,58720,90,364,02/21/2022
39001,16,59018,3,353,02/09/2026
39003,15,59018,3,345,02/21/2022
39003,15,58726,82,345,02/21/2022
39005,9,59142,4,364,06/13/2022
39005,9,58718,16,364,06/23/2022
39005,9,59144,3,352,01/28/2026
39007,10,59144,3,345,06/13/2022
39007,10,58724,14,345,06/23/2022
39015,16,58731,16,238,10/14/2021
39015,16,58899,10,238,10/14/2021
39017,10,54689,32,228,02/27/2023
39017,10,58734,20,228,06/27/2022
39017,10,59063,4,228,06/27/2022
39023,23,58737,10,238,11/12/2021
39023,23,58894,8,238,11/12/2021
39027,8,58741,18,299,10/08/2021
39027,8,58890,8,299,10/08/2021
39036,24,58745,21,297,10/15/2021
39036,24,58912,7,297,10/15/2021
39038,14,59007,4,228,02/23/2022
39038,14,58747,65,228,02/23/2022
39040,8,55224,37,143,07/20/2022
39040,8,58756,26,143,05/10/2022
39040,8,59116,2,143,05/10/2022
39042,7,58758,3,143,05/04/2022
39042,7,58759,13,143,05/10/2022
39042,7,59118,2,143,05/10/2022
39044,15,58761,70,143,02/23/2022
39044,15,59020,2,143,02/23/2022
39051,10,58774,24,143,08/14/2024
39051,10,59903,2,143,08/22/2024
39054,17,58777,11,143,10/12/2021
39054,17,58919,2,143,10/12/2021
39058,17,58788,18,364,12/04/2021
39058,17,58966,3,364,12/04/2021
39058,17,58967,4,352,09/16/2025
39060,16,58790,14,345,12/04/2021
39060,16,58967,4,345,12/04/2021
39063,11,56541,40,331,12/02/2021
39063,11,58801,85,331,10/22/2021
39063,11,58929,3,331,10/22/2021
39068,21,58808,12,331,10/22/2021
39068,21,58923,5,331,10/22/2021
39071,16,58810,11,368,10/22/2021
39071,16,58924,4,368,10/22/2021
39073,4,57768,7,368,12/03/2021
39073,4,58812,81,368,10/22/2021
39073,4,58922,12,368,10/22/2021
39075,15,58814,12,297,02/02/2023
39075,15,59327,5,297,02/02/2023
39080,4,58821,7,391,10/19/2021
39080,4,58906,3,391,10/19/2021
39082,6,58795,15,331,12/10/2021
39082,6,58955,4,331,12/10/2021
39084,5,58797,15,368,12/10/2021
39084,5,58956,4,368,12/10/2021
39086,10,58828,15,391,12/20/2021
39086,10,58958,2,391,12/20/2021
39116,6,59541,3,364,09/22/2023
39116,6,58865,24,364,09/22/2023
39116,6,59542,3,356,10/28/2025
39118,6,58867,23,345,09/22/2023
39118,6,59542,3,345,09/22/2023
39121,9,58876,12,391,02/11/2022
39121,9,59001,3,391,02/11/2022
39128,15,58883,6,391,03/08/2023
39128,15,59277,4,391,03/08/2023
39139,5,58893,19,297,10/31/2023
39139,5,59578,3,297,10/31/2023
39189,8,58921,11,297,06/06/2022
39189,8,59900,2,297,10/21/2024
39226,13,58963,11,297,06/06/2022
39226,13,59088,6,297,06/06/2022
39230,7,58973,27,364,11/03/2022
39230,7,59278,3,364,11/03/2022
39230,7,59279,3,353,02/09/2026
39232,6,58975,28,345,11/03/2022
39232,6,59279,3,345,11/03/2022
39237,10,58982,19,391,06/03/2022
39237,10,59114,3,391,06/03/2022
39240,15,58992,7,364,04/29/2022
39240,15,58993,16,364,04/29/2022
39240,15,59079,3,364,04/29/2022
39240,15,59115,3,357,09/16/2025
39242,8,58994,7,345,04/29/2022
39242,8,58995,14,345,04/29/2022
39242,8,59115,3,345,04/29/2022
39256,7,59015,3,391,03/24/2023
39256,7,59343,4,391,03/24/2023
39258,12,59028,12,391,12/01/2023
39258,12,59579,3,391,12/01/2023
39260,5,59030,13,391,07/01/2022
39260,5,59137,3,391,07/01/2022
39262,8,59353,5,364,04/05/2023
39262,8,59032,7,364,04/05/2023
39262,8,59354,5,353,01/28/2026
39264,8,59354,5,345,04/05/2023
39264,8,59034,7,345,04/05/2023
39266,3,59036,23,391,07/05/2022
39266,3,59139,3,391,07/05/2022
39268,7,59040,12,391,07/28/2022
39268,7,59184,2,391,07/28/2022
39270,8,59042,13,391,07/14/2022
39270,8,59148,5,391,07/14/2022
39276,9,59051,6,238,04/14/2023
39276,9,59344,4,238,04/14/2023
39284,12,59066,10,228,09/30/2022
39284,12,59242,2,228,09/30/2022
39297,7,59101,28,297,07/16/2025
39297,7,60253,3,297,07/16/2025
39314,12,59105,36,297,07/16/2025
39314,12,60252,3,297,07/16/2025
39345,3,59108,4,391,06/16/2023
39345,3,59109,7,391,06/16/2023
39345,3,59394,2,391,06/16/2023
39356,5,59120,3,143,03/16/2023
39356,5,59121,3,143,03/22/2023
39356,5,59360,2,143,03/22/2023
39365,149,58917,101,331,12/11/2024
39365,149,59125,38,331,01/03/2025
39365,149,59856,22,331,01/03/2025
39367,41,58918,90,368,12/05/2024
39367,41,59123,28,368,12/06/2024
39367,41,59967,11,368,12/06/2024
39373,6,59440,6,364,06/15/2023
39373,6,59179,10,364,06/15/2023
39373,6,59441,4,352,01/28/2026
39375,4,59441,4,345,06/15/2023
39375,4,59181,8,345,06/15/2023
39383,13,59154,13,228,01/26/2023
39383,13,59301,2,228,01/26/2023
39385,6,59158,9,391,12/19/2022
39385,6,59281,5,391,12/19/2022
39387,8,59160,13,391,12/29/2022
39387,8,59159,6,391,12/29/2022
39387,8,59288,3,391,12/29/2022
39389,6,59163,7,228,06/15/2023
39389,6,59412,4,228,06/15/2023
39391,9,59170,5,391,12/07/2022
39391,9,59276,2,391,12/07/2022
39396,7,59175,11,364,01/13/2023
39396,7,59325,4,364,01/13/2023
39396,7,59174,4,360,01/13/2023
39396,7,59326,3,357,03/05/2026
39398,6,59177,12,345,01/13/2023
39398,6,59326,3,345,01/13/2023
39398,6,59176,4,345,01/13/2023
39400,8,59186,22,391,11/28/2022
39400,8,59275,3,391,11/28/2022
39402,14,59192,15,391,01/23/2023
39402,14,59309,4,391,01/23/2023
39420,4,59205,3,391,01/13/2023
39420,4,59297,3,391,01/13/2023
39424,6,59484,8,391,08/25/2023
39424,6,59483,3,391,08/25/2023
39427,7,59529,10,238,08/25/2023
39427,7,59519,3,238,08/25/2023
39434,8,59215,9,238,12/29/2022
39434,8,59289,3,238,12/29/2022
39455,7,59233,19,297,01/27/2023
39455,7,59319,5,297,01/27/2023
39462,9,59243,4,364,01/27/2023
39462,9,59244,18,364,01/27/2023
39462,9,59333,3,364,01/27/2023
39462,9,59334,3,357,03/05/2026
39464,8,59245,4,345,01/27/2023
39464,8,59246,18,345,01/27/2023
39464,8,59334,3,345,01/27/2023
39467,9,59523,3,364,08/25/2023
39467,9,59521,11,364,08/25/2023
39467,9,59524,3,353,01/28/2026
39469,9,59524,3,345,08/25/2023
39469,9,59522,11,345,08/25/2023
39475,7,59257,11,143,01/19/2023
39475,7,59329,2,143,01/19/2023
39477,7,59259,8,143,12/22/2022
39477,7,59306,2,143,12/22/2022
39479,5,59455,2,143,06/22/2023
39479,5,59261,7,143,06/22/2023
39481,8,59536,7,143,08/23/2023
39481,8,59534,2,143,08/23/2023
39490,7,59268,27,331,04/21/2023
39490,7,59366,5,331,04/21/2023
39492,7,59270,26,368,04/21/2023
39492,7,59367,5,368,04/21/2023
39506,6,59299,12,228,04/06/2023
39506,6,59356,3,228,04/06/2023
39513,4,59311,10,297,06/07/2023
39513,4,59451,3,297,06/07/2023
39521,8,59318,13,238,06/22/2023
39521,8,59355,6,238,06/22/2023
39529,5,56157,19,143,04/11/2023
39529,5,59369,2,143,04/21/2023
39543,5,59332,15,391,09/12/2023
39543,5,59520,5,391,09/12/2023
39553,24,59350,27,391,01/31/2025
39553,24,59965,3,391,01/31/2025
39573,3,59371,7,391,09/18/2023
39573,3,59533,2,391,09/18/2023
39575,4,59374,14,238,10/16/2023
39575,4,59564,4,238,10/16/2023
39583,3,59379,3,391,06/28/2024
39583,3,59380,3,391,06/28/2024
39583,3,59815,4,391,06/28/2024
39585,5,59822,3,238,06/28/2024
39585,5,59382,4,238,06/28/2024
39589,4,59386,4,364,06/28/2024
39589,4,59830,5,364,06/28/2024
39589,4,59831,4,353,01/28/2026
39591,11,55426,132,388,02/16/2024
39591,11,59679,3,388,02/16/2024
39591,11,59680,3,388,02/16/2024
39594,6,59401,5,345,06/28/2024
39594,6,59831,4,345,06/28/2024
39611,5,59581,4,297,11/03/2023
39611,5,59416,14,297,11/03/2023
39614,5,59429,4,143,06/25/2024
39614,5,59844,2,143,06/25/2024
39616,5,59423,4,238,08/14/2023
39616,5,59503,2,238,08/14/2023
39624,5,59434,19,143,09/21/2023
39624,5,59563,2,143,09/21/2023
39636,4,59462,4,391,08/01/2024
39636,4,59838,3,391,08/01/2024
39642,11,59466,7,364,12/08/2023
39642,11,59598,3,364,12/08/2023
39642,11,59465,4,364,08/12/2024
39642,11,59599,4,353,03/05/2026
39644,12,59468,6,345,12/08/2023
39644,12,59599,4,345,12/08/2023
39644,12,59467,4,345,08/12/2024
39646,7,59470,4,391,06/07/2024
39646,7,59734,4,391,06/07/2024
39648,4,59472,4,228,08/01/2024
39648,4,59850,3,228,08/01/2024
39650,7,59735,3,228,08/23/2024
39650,7,59474,4,228,08/23/2024
39654,3,59475,3,391,08/02/2024
39654,3,59476,4,391,08/02/2024
39654,3,59843,2,391,08/02/2024
39656,9,59480,10,238,02/05/2024
39656,9,59647,4,238,02/05/2024
39658,5,59482,4,228,08/23/2024
39658,5,59858,4,228,08/23/2024
39662,6,59487,15,297,02/05/2024
39662,6,59656,3,297,02/05/2024
39671,5,59498,10,391,02/07/2024
39671,5,59648,2,391,02/07/2024
39678,5,59505,5,364,08/01/2024
39678,5,59854,4,364,08/01/2024
39678,5,59855,4,353,01/28/2026
39680,5,59507,6,345,08/01/2024
39680,5,59855,4,345,08/01/2024
39682,8,59509,5,364,06/07/2024
39682,8,59747,4,364,06/07/2024
39682,8,59748,4,353,02/09/2026
39684,7,59511,5,351,06/07/2024
39684,7,59748,4,345,06/07/2024
39686,4,59513,4,364,08/01/2024
39686,4,59851,3,364,08/01/2024
39686,4,59853,3,357,01/28/2026
39688,4,59515,5,345,08/01/2024
39688,4,59853,3,345,08/01/2024
39709,3,59549,5,143,07/24/2024
39709,3,59875,2,143,07/24/2024
39711,5,59876,2,143,07/24/2024
39711,5,59551,5,143,07/24/2024
39713,7,59553,11,143,02/06/2024
39713,7,59675,2,143,02/06/2024
39720,7,59560,4,143,06/05/2024
39720,7,59825,2,143,06/05/2024
39726,4,59595,4,297,06/03/2024
39726,4,59758,3,297,06/03/2024
39741,8,59738,2,238,05/16/2024
39741,8,59608,32,238,05/16/2024
39758,14,59624,19,360,05/17/2024
39758,14,59796,3,360,05/17/2024
39758,14,59797,3,353,09/16/2025
39762,9,59645,16,352,05/17/2024
39762,9,59797,3,352,05/17/2024
39770,15,59632,23,297,06/03/2024
39770,15,59772,3,297,06/03/2024
39773,7,59634,10,391,05/17/2024
39773,7,59736,2,391,05/17/2024
39780,5,59654,4,391,05/21/2024
39780,5,59759,2,391,05/21/2024
39788,11,59664,17,143,05/21/2024
39788,11,59800,2,143,05/21/2024
39793,47,56681,34,331,05/13/2024
39793,47,59668,29,331,06/21/2024
39793,47,59802,4,331,06/21/2024
39797,13,59672,8,391,12/23/2024
39797,13,59948,7,391,12/23/2024
39799,16,56651,36,368,06/12/2024
39799,16,59674,18,368,06/21/2024
39799,16,59803,7,368,06/21/2024
39802,8,59682,4,228,12/27/2024
39802,8,59957,3,228,12/27/2024
39810,13,59695,12,364,12/23/2024
39810,13,59961,3,364,12/23/2024
39810,13,59962,4,357,10/28/2025
39812,14,59697,6,357,12/23/2024
39812,14,59962,4,357,12/23/2024
39832,15,59707,25,297,12/31/2025
39832,15,59986,13,297,12/31/2025
39836,8,59714,16,391,12/29/2025
39836,8,60349,6,391,12/29/2025
39840,14,59928,2,228,09/30/2024
39840,14,59716,8,228,09/30/2024
39849,3,59718,10,391,08/29/2024
39849,3,59885,2,391,08/29/2024
39851,15,59721,6,391,10/04/2024
39851,15,59930,4,391,10/04/2024
39853,3,59723,10,391,08/29/2024
39853,3,59886,2,391,08/29/2024
39857,7,59726,19,228,12/29/2025
39857,7,60352,4,228,12/29/2025
39863,10,59733,10,297,10/03/2024
39863,10,59929,4,297,10/03/2024
39877,4,59764,16,368,10/11/2024
39877,4,59893,3,368,10/11/2024
39879,10,59766,29,331,10/11/2024
39879,10,59894,3,331,10/11/2024
39881,9,59769,9,364,10/17/2024
39881,9,59935,3,364,10/17/2024
39881,9,59936,3,357,10/14/2025
39883,9,59771,6,357,10/17/2024
39883,9,59936,3,357,10/17/2024
39905,5,59805,20,143,08/22/2024
39905,5,59904,2,143,08/22/2024
39907,3,59807,8,143,09/26/2024
39907,3,59934,2,143,09/26/2024
39909,6,59809,10,143,01/02/2026
39909,6,60384,2,143,01/02/2026
39911,7,59811,5,143,08/22/2024
39911,7,59902,2,143,08/22/2024
39913,7,57552,19,143,10/16/2025
39913,7,59813,6,143,10/03/2024
39913,7,59937,2,143,10/03/2024
39919,5,53531,22,391,07/21/2025
39919,5,59826,3,394,06/27/2025
39919,5,59827,7,394,06/27/2025
39919,5,60223,4,394,06/27/2025
39923,14,59835,8,364,06/27/2025
39923,14,60227,4,364,06/27/2025
39923,14,55595,17,360,08/25/2025
39923,14,60228,4,353,02/09/2026
39927,11,59837,8,345,06/27/2025
39927,11,60228,4,345,06/27/2025
39927,11,55600,17,353,08/25/2025
39933,5,59846,3,391,06/04/2025
39933,5,59847,8,391,06/04/2025
39933,5,60197,4,391,06/04/2025
39935,8,60190,5,391,06/04/2025
39935,8,59849,8,378,06/04/2025
39938,5,59860,5,228,06/24/2025
39938,5,60199,4,228,06/24/2025
39940,10,59862,7,228,06/24/2025
39940,10,60191,6,228,06/24/2025
39942,5,59866,6,394,02/18/2025
39942,5,59985,4,394,02/18/2025
39944,7,59868,8,360,06/04/2025
39944,7,60206,4,360,06/04/2025
39944,7,59867,4,360,06/25/2025
39944,7,60207,4,353,01/28/2026
39946,8,59869,4,353,06/25/2025
39946,8,59870,8,353,06/04/2025
39946,8,60207,4,353,06/04/2025
39948,7,59872,9,365,06/04/2025
39948,7,60201,8,365,06/04/2025
39948,7,60202,5,353,02/09/2026
39950,7,59874,9,345,06/04/2025
39950,7,60202,5,345,06/04/2025
39956,5,59878,4,391,12/06/2024
39956,5,59943,2,391,12/06/2024
39958,4,60147,3,228,02/18/2025
39958,4,59880,3,228,02/18/2025
39960,4,59882,9,364,02/18/2025
39960,4,60148,3,364,02/18/2025
39960,4,60150,4,353,09/16/2025
39962,4,59884,5,345,02/18/2025
39962,4,60150,4,345,02/18/2025
39987,4,59906,6,143,06/03/2025
39987,4,60219,3,143,06/03/2025
39989,4,59908,6,143,06/03/2025
39989,4,60220,3,143,06/03/2025
39995,6,59915,27,297,05/21/2025
39995,6,59982,4,297,05/21/2025
40000,4,54686,22,228,08/28/2025
40000,4,59919,5,228,06/26/2025
40000,4,60248,2,228,06/26/2025
40022,3,59938,3,143,06/27/2025
40022,3,59939,5,143,06/27/2025
40022,3,60251,2,143,06/27/2025
40046,3,59971,3,391,09/05/2025
40046,3,60237,2,391,09/05/2025
40048,6,59973,7,297,09/04/2025
40048,6,60257,3,297,09/04/2025
40050,6,59976,4,364,09/02/2025
40050,6,60281,2,364,09/02/2025
40050,6,60282,3,352,11/11/2025
40052,5,59978,4,345,09/02/2025
40052,5,60282,3,345,09/02/2025
40056,3,59981,3,228,09/03/2025
40056,3,60218,2,228,09/03/2025
40058,7,60146,6,391,07/08/2026
40058,7,60438,5,391,07/08/2026
40060,6,60152,8,365,07/08/2026
40060,6,60446,3,364,07/08/2026
40062,6,60155,6,358,07/08/2026
40062,6,60447,3,356,07/08/2026
40140,6,60161,4,228,07/08/2026
40140,6,60439,4,228,07/08/2026
40168,9,60176,18,297,01/08/2026
40168,9,60356,4,297,01/08/2026
40176,7,60181,12,364,01/09/2026
40176,7,60355,5,364,01/09/2026
40179,7,60185,11,228,01/08/2026
40179,7,60357,4,228,01/08/2026
40187,3,60205,4,391,06/19/2026
40187,3,60449,2,391,06/19/2026
40189,10,60211,10,391,01/09/2026
40189,10,60354,3,391,01/09/2026
40193,9,60213,13,143,01/08/2026
40193,9,60350,2,143,01/08/2026
40197,4,60216,4,360,05/19/2026
40197,4,60217,4,364,06/19/2026
40197,4,60450,2,364,06/19/2026
40199,4,60215,4,228,06/19/2026
40199,4,60458,4,228,06/19/2026
40205,8,60222,4,391,05/14/2026
40205,8,60359,9,391,05/14/2026
40224,3,60245,3,228,11/24/2025
40224,3,60362,4,228,11/24/2025
40228,4,60247,6,391,02/20/2026
40228,4,60400,4,391,02/20/2026
40232,5,60250,8,228,01/22/2026
40232,5,60399,4,228,01/22/2026
40244,4,60292,4,228,05/08/2026
40244,4,60440,3,228,05/08/2026
40249,5,60274,4,143,07/10/2026
40249,5,60463,5,143,07/10/2026
40255,8,60279,4,360,04/29/2026
40255,8,60428,3,360,04/29/2026
40257,7,60286,6,391,05/08/2026
40257,7,60431,5,391,05/08/2026
40272,3,60306,3,143,06/18/2026
40272,3,60459,3,143,06/18/2026
40276,7,60315,4,331,03/27/2026
40276,7,60341,4,331,03/27/2026
40289,6,60318,5,368,03/27/2026
40289,6,60342,5,368,03/27/2026
40302,3,60324,3,297,05/21/2026
40302,3,60430,4,297,05/21/2026
40324,6,60361,7,364,08/05/2026
40324,6,60510,4,364,08/05/2026
40328,5,60375,5,391,08/06/2026
40328,5,60513,3,391,08/06/2026
40330,6,60377,5,507,08/06/2026
40330,6,60523,3,507,08/06/2026
40334,3,60381,3,297,05/21/2026
40334,3,60417,5,297,05/21/2026
40341,6,60391,4,143,08/06/2026
40341,6,60524,3,143,08/06/2026
