contractor_name_type,document_display_id,document_id,document_type,document_version,effective_date,note,retirement_date,title,updated_on,updated_on_sort,url
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L34074,34074,LCD,39,02/01/2020,Retired,03/05/2026,Immune Globulin Intravenous (IVIg),03/05/2026,20260305010502,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34074&ver=39
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L35457,35457,LCD,64,09/04/2022,Retired,03/05/2026,Nerve Blockade for Treatment of Chronic Pain and Neuropathy,03/05/2026,20260305010502,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35457&ver=64
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L34038,34038,LCD,32,10/01/2019,Retired,03/05/2026,B-type Natriuretic Peptide (BNP) Testing,03/05/2026,20260305010501,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34038&ver=32
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38307,38307,LCD,14,03/05/2026,,N/A,Hypoglossal Nerve Stimulation for the Treatment of Obstructive Sleep Apnea,02/27/2026,20260227141022,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38307&ver=14
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37575,37575,LCD,22,03/05/2026,,N/A,Frequency of Hemodialysis,02/27/2026,20260227134915,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37575&ver=22
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34037,34037,LCD,22,03/05/2026,,N/A,Flow Cytometry,02/27/2026,20260227125157,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34037&ver=22
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36902,36902,LCD,16,03/05/2026,,N/A,Polysomnography and Other Sleep Studies,02/27/2026,20260227121554,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36902&ver=16
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34356,34356,LCD,31,03/05/2026,,N/A,Erythropoiesis Stimulating Agents (ESA),02/27/2026,20260227102521,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34356&ver=31
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34081,34081,LCD,26,03/05/2026,,N/A,Endoscopy by Capsule,02/27/2026,20260227091822,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34081&ver=26
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36029,36029,LCD,44,03/05/2026,,N/A,Urine Drug Testing,02/27/2026,20260227090923,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36029&ver=44
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39434,39434,LCD,8,03/05/2026,,N/A,Allogeneic Hematopoietic Cell Transplantation for Primary Refractory or Relapsed Hodgkin's and Non-Hodgkin's Lymphoma with B-cell or T-cell Origin,02/27/2026,20260227090727,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39434&ver=8
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33945,33945,LCD,21,01/29/2026,,N/A,Cerumen (Earwax) Removal,02/23/2026,20260223121050,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33945&ver=21
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39642,39642,LCD,11,03/05/2026,,N/A,Intraosseous Basivertebral Nerve Ablation,02/23/2026,20260223081928,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39642&ver=11
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38335,38335,LCD,16,03/05/2026,,N/A,MolDX: Pharmacogenomics Testing,02/23/2026,20260223081928,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38335&ver=16
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L35456,35456,LCD,66,03/05/2026,,N/A,Nerve Blockade for Treatment of Chronic Pain and Neuropathy,02/23/2026,20260223081928,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35456&ver=66
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38613,38613,LCD,16,03/05/2026,,N/A,Non-Invasive Fractional Flow Reserve (FFR) for Ischemic Heart Disease,02/23/2026,20260223081928,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38613&ver=16
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39462,39462,LCD,9,03/05/2026,,N/A,Sacroiliac Joint Injections and Procedures,02/23/2026,20260223081928,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39462&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38705,38705,LCD,14,03/05/2026,,N/A,Transurethral Waterjet Ablation of the Prostate,02/23/2026,20260223081928,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38705&ver=14
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39396,39396,LCD,7,03/05/2026,,N/A,Allogeneic Hematopoietic Cell Transplantation for Primary Refractory or Relapsed Hodgkin's and Non-Hodgkin's Lymphoma with B-cell or T-cell Origin,02/23/2026,20260223081927,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39396&ver=7
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L35526,35526,LCD,43,03/05/2026,,N/A,B-type Natriuretic Peptide (BNP) Testing,02/23/2026,20260223081927,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35526&ver=43
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L34314,34314,LCD,53,03/05/2026,,N/A,Immune Globulin Intravenous (IVIg),02/23/2026,20260223081927,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34314&ver=53
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34635,34635,LCD,37,08/28/2025,Retired,02/21/2026,Botulinum Toxin Type A & Type B,02/21/2026,20260221010348,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34635&ver=37
"National Government Services, Inc.
(MAC - Part A, MAC - Part B)",L33646,33646,LCD,40,05/01/2021,Retired,02/21/2026,Botulinum Toxins,02/21/2026,20260221010348,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33646&ver=40
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33949,33949,LCD,26,02/06/2025,Retired,02/21/2026,Botulinum Toxins,02/21/2026,20260221010348,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33949&ver=26
"Palmetto GBA
(MAC - Part B)",L33458,33458,LCD,70,05/27/2021,Retired,02/21/2026,Chemodenervation,02/21/2026,20260221010347,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33458&ver=70
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37254,37254,LCD,16,01/29/2026,,N/A,Chiropractic Services,02/20/2026,20260220165338,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37254&ver=16
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33960,33960,LCD,27,01/29/2026,,N/A,Cardiovascular Nuclear Medicine,02/20/2026,20260220164724,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33960&ver=27
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36975,36975,LCD,24,01/29/2026,,N/A,Bladder/Urothelial Tumor Markers,02/20/2026,20260220164404,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36975&ver=24
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34005,34005,LCD,34,01/22/2026,,N/A,Colonoscopy/Sigmoidoscopy/Proctosigmoidoscopy,02/20/2026,20260220145123,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34005&ver=34
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34062,34062,LCD,42,01/22/2026,,N/A,Dialysis Access Maintenance,02/20/2026,20260220142654,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34062&ver=42
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33999,33999,LCD,21,01/22/2026,,N/A,Corneal Pachymetry,02/20/2026,20260220141355,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33999&ver=21
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34008,34008,LCD,23,01/22/2026,,N/A,Computerized Corneal Topography,02/20/2026,20260220135836,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34008&ver=23
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37537,37537,LCD,20,02/26/2026,,N/A,Frequency of Hemodialysis,02/20/2026,20260220100208,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37537&ver=20
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L35490,35490,LCD,85,01/01/2026,,N/A,Category III Codes,02/20/2026,20260220095745,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35490&ver=85
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L40228,40228,LCD,4,04/12/2026,,N/A,Endovascular Management for Peripheral Arterial Disease of the Upper and Lower Extremities,02/20/2026,20260220095735,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40228&ver=4
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38176,38176,LCD,13,02/26/2026,,N/A,MolDX: Next-Generation Sequencing Lab-Developed Tests for Myeloid Malignancies and Suspected Myeloid Malignancies,02/20/2026,20260220095215,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38176&ver=13
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37913,37913,LCD,17,05/01/2025,,N/A,MolDX: Breast Cancer Index® (BCI) Gene Expression Test,02/20/2026,20260220094428,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37913&ver=17
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36523,36523,LCD,35,02/26/2026,,N/A,MolDX: Biomarkers in Cardiovascular Risk Assessment,02/20/2026,20260220093833,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36523&ver=35
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34771,34771,LCD,51,02/26/2026,,N/A,Immune Globulins,02/20/2026,20260220093128,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34771&ver=51
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L35751,35751,LCD,50,02/26/2026,,N/A,Non-Invasive Peripheral Venous Vascular and Hemodialysis Access Studies,02/20/2026,20260220092635,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35751&ver=50
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L35753,35753,LCD,40,02/26/2026,,N/A,Non-Invasive Cerebrovascular Studies,02/20/2026,20260220092215,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35753&ver=40
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39616,39616,LCD,5,01/22/2026,,N/A,Urinary Biomarkers for Chronic Pain Management,02/19/2026,20260219110227,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39616&ver=5
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38288,38288,LCD,11,01/22/2026,,N/A,MolDX: Repeat Germline Testing,02/19/2026,20260219103035,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38288&ver=11
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39521,39521,LCD,8,01/22/2026,,N/A,Positron Emission Tomography (PET) Scan for Inflammation and Infection,02/19/2026,20260219100636,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39521&ver=8
"Palmetto GBA
(MAC - Part B)",L33422,33422,LCD,45,12/03/2024,Retired,02/14/2026,Brain Natriuretic Peptide (BNP) Level,02/14/2026,20260214013031,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33422&ver=45
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38065,38065,LCD,12,01/15/2026,,N/A,MolDX: Plasma-Based Genomic Profiling in Solid Tumors,02/13/2026,20260213174956,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38065&ver=12
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37352,37352,LCD,25,01/15/2026,,N/A,MolDX: Prometheus IBD sgi Diagnostic® Policy,02/13/2026,20260213144705,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37352&ver=25
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39276,39276,LCD,9,02/19/2026,,N/A,"MolDX: Molecular Testing for Detection of Upper Gastrointestinal Metaplasia, Dysplasia, and Neoplasia",02/13/2026,20260213131245,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39276&ver=9
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33370,33370,LCD,58,02/01/2026,,N/A,Nebulizers,02/12/2026,20260212111214,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33370&ver=58
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38070,38070,LCD,12,02/19/2026,,N/A,MolDX: Next-Generation Sequencing Lab-Developed Tests for Myeloid Malignancies and Suspected Myeloid Malignancies,02/11/2026,20260211125013,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38070&ver=12
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37126,37126,LCD,22,01/22/2026,,N/A,Coenzyme Q10 (CoQ10),02/06/2026,20260206151053,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37126&ver=22
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L34213,34213,LCD,56,11/06/2025,,N/A,Diagnostic and Therapeutic Colonoscopy,02/06/2026,20260206102426,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34213&ver=56
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36256,36256,LCD,54,05/04/2023,Retired,02/05/2026,MolDX: Molecular Diagnostic Tests (MDT),02/05/2026,20260205010309,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36256&ver=54
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36339,36339,LCD,26,07/23/2023,Retired,02/05/2026,MolDX: NRAS Genetic Testing,02/05/2026,20260205010309,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36339&ver=26
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36947,36947,LCD,21,11/25/2021,Retired,02/05/2026,MolDX: Oncotype DX® Breast Cancer for DCIS (Genomic Health™),02/05/2026,20260205010309,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36947&ver=21
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37313,37313,LCD,28,03/13/2025,Retired,02/05/2026,MolDX: Prometheus® IBD sgi Diagnostic® Policy,02/05/2026,20260205010309,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37313&ver=28
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38121,38121,LCD,11,06/08/2023,Retired,02/05/2026,MolDX: Next-Generation Sequencing for Solid Tumors,02/05/2026,20260205010308,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38121&ver=11
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38125,38125,LCD,11,03/28/2024,Retired,02/05/2026,MolDX: Next-Generation Sequencing Lab-Developed Tests for Myeloid Malignancies and Suspected Myeloid Malignancies,02/05/2026,20260205010308,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38125&ver=11
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38153,38153,LCD,8,06/20/2024,Retired,02/05/2026,MolDX: Pigmented Lesion Assay,02/05/2026,20260205010308,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38153&ver=8
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38329,38329,LCD,10,07/03/2025,Retired,02/05/2026,MolDX: Predictive Classifiers for Early Stage Non-Small Cell Lung Cancer,02/05/2026,20260205010308,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38329&ver=10
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38645,38645,LCD,8,07/03/2025,Retired,02/05/2026,MolDX: Phenotypic Biomarker Detection from Circulating Tumor Cells,02/05/2026,20260205010307,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38645&ver=8
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38649,38649,LCD,13,07/03/2025,Retired,02/05/2026,MolDX: Prognostic and Predictive Molecular Classifiers for Bladder Cancer,02/05/2026,20260205010307,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38649&ver=13
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38341,38341,LCD,14,07/03/2025,Retired,02/05/2026,MolDX: Prostate Cancer Genomic Classifier Assay for Men with Localized Disease,02/05/2026,20260205010307,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38341&ver=14
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38353,38353,LCD,9,04/25/2024,Retired,02/05/2026,MolDX: Repeat Germline Testing,02/05/2026,20260205010307,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38353&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38974,38974,LCD,9,04/18/2024,Retired,02/05/2026,MolDX: Lab-Developed Tests for Inherited Cancer Syndromes in Patients with Cancer,02/05/2026,20260205010306,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38974&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38816,38816,LCD,6,01/02/2022,Retired,02/05/2026,MolDX: Minimal Residual Disease Testing for Cancer,02/05/2026,20260205010306,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38816&ver=6
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39003,39003,LCD,15,07/03/2025,Retired,02/05/2026,MolDX: Molecular Syndromic Panels for Infectious Disease Pathogen Identification Testing,02/05/2026,20260205010306,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39003&ver=15
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39684,39684,LCD,7,03/13/2025,Retired,02/05/2026,MolDX: Molecular Testing for Risk Stratification of Thyroid Nodules,02/05/2026,20260205010305,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39684&ver=7
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39232,39232,LCD,6,03/06/2025,Retired,02/05/2026,MolDX: Plasma-Based Genomic Profiling in Solid Tumors,02/05/2026,20260205010305,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39232&ver=6
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39927,39927,LCD,11,08/17/2025,Retired,02/05/2026,MolDX: Non-Next Generation Sequencing Tests for the Diagnosis of BCR-ABL Negative Myeloproliferative Neoplasms,02/05/2026,20260205010304,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39927&ver=11
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39950,39950,LCD,7,08/17/2025,Retired,02/05/2026,MolDX: Molecular Testing for Identification and Management of Hereditary Transthyretin Amyloidosis,02/05/2026,20260205010302,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39950&ver=7
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37299,37299,LCD,30,02/05/2026,,N/A,MolDX: Prometheus® IBD sgi Diagnostic® Policy,01/26/2026,20260126082822,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37299&ver=30
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38339,38339,LCD,17,02/05/2026,,N/A,MolDX: Prostate Cancer Genomic Classifier Assay for Men with Localized Disease,01/26/2026,20260126082822,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38339&ver=17
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38351,38351,LCD,9,02/05/2026,,N/A,MolDX: Repeat Germline Testing,01/26/2026,20260126082822,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38351&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39948,39948,LCD,7,02/05/2026,,N/A,MolDX: Molecular Testing for Identification and Management of Hereditary Transthyretin Amyloidosis,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39948&ver=7
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39682,39682,LCD,8,02/05/2026,,N/A,MolDX: Molecular Testing for Risk Stratification of Thyroid Nodules,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39682&ver=8
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38119,38119,LCD,11,02/05/2026,,N/A,MolDX: Next-Generation Sequencing for Solid Tumors,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38119&ver=11
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38123,38123,LCD,12,02/05/2026,,N/A,MolDX: Next-Generation Sequencing Lab-Developed Tests for Myeloid Malignancies and Suspected Myeloid Malignancies,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38123&ver=12
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39923,39923,LCD,14,02/05/2026,,N/A,MolDX: Non-Next Generation Sequencing Tests for the Diagnosis of BCR-ABL Negative Myeloproliferative Neoplasms,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39923&ver=14
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36335,36335,LCD,25,02/05/2026,,N/A,MolDX: NRAS Genetic Testing,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36335&ver=25
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36941,36941,LCD,22,02/05/2026,,N/A,MolDX: Oncotype DX® Breast Cancer for DCIS (Genomic Health™),01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36941&ver=22
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38643,38643,LCD,8,02/05/2026,,N/A,MolDX: Phenotypic Biomarker Detection from Circulating Tumor Cells,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38643&ver=8
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38151,38151,LCD,9,02/05/2026,,N/A,MolDX: Pigmented Lesion Assay,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38151&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39230,39230,LCD,7,02/05/2026,,N/A,MolDX: Plasma-Based Genomic Profiling in Solid Tumors,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39230&ver=7
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38327,38327,LCD,10,02/05/2026,,N/A,MolDX: Predictive Classifiers for Early Stage Non-Small Cell Lung Cancer,01/26/2026,20260126082821,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38327&ver=10
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38972,38972,LCD,9,02/05/2026,,N/A,MolDX: Lab-Developed Tests for Inherited Cancer Syndromes in Patients with Cancer,01/26/2026,20260126082820,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38972&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38814,38814,LCD,4,02/05/2026,,N/A,MolDX: Minimal Residual Disease Testing for Cancer,01/26/2026,20260126082820,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38814&ver=4
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L35160,35160,LCD,62,02/05/2026,,N/A,MolDX: Molecular Diagnostic Tests (MDT),01/26/2026,20260126082820,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35160&ver=62
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39001,39001,LCD,16,02/05/2026,,N/A,MolDX: Molecular Syndromic Panels for Infectious Disease Pathogen Identification Testing,01/26/2026,20260126082820,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39001&ver=16
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39713,39713,LCD,7,01/29/2026,,N/A,Trigger Point Injections,01/22/2026,20260122143748,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39713&ver=7
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L35761,35761,LCD,40,01/29/2026,,N/A,Non-Invasive Peripheral Arterial Vascular Studies,01/22/2026,20260122142845,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35761&ver=40
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L40232,40232,LCD,5,03/15/2026,,N/A,Total Joint Arthroplasty,01/22/2026,20260122092754,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40232&ver=5
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36159,36159,LCD,22,07/20/2023,Retired,01/22/2026,"MolDX: Genetic Testing for Hypercoagulability / Thrombophilia (Factor V Leiden, Factor II Prothrombin, and MTHFR)",01/22/2026,20260122010413,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36159&ver=22
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36192,36192,LCD,25,08/07/2025,Retired,01/22/2026,MolDX: MGMT Promoter Methylation Analysis,01/22/2026,20260122010412,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36192&ver=25
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36362,36362,LCD,34,03/21/2024,Retired,01/22/2026,MolDX: Biomarkers in Cardiovascular Risk Assessment,01/22/2026,20260122010411,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36362&ver=34
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36386,36386,LCD,24,04/22/2021,Retired,01/22/2026,MolDX: Breast Cancer Assay: Prosigna®,01/22/2026,20260122010410,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36386&ver=24
